,userId,movieId,rating,timestamp
337,94,343,1,1998-04-04 21:23:00
338,128,508,1,1997-11-19 19:29:00
339,23,323,0,1997-09-20 19:37:00
340,301,227,0,1997-12-14 05:27:00
341,301,191,0,1997-12-14 05:01:00
342,112,903,0,1998-04-13 04:02:00
343,82,183,0,1997-05-11 22:44:00
344,222,724,0,1997-10-30 03:26:00
345,218,430,0,1997-10-22 02:45:00
346,308,1197,1,1998-02-17 18:18:00
347,303,134,1,1997-11-14 00:39:00
348,133,751,0,1998-03-22 17:42:00
349,215,212,0,1998-01-04 13:01:00
350,69,256,1,1997-12-14 19:02:00
351,254,662,1,1998-02-13 05:22:00
352,276,2,1,1997-09-20 21:53:00
353,104,984,0,1998-02-25 21:36:00
354,63,1067,0,1997-01-10 23:11:00
355,267,410,1,1997-08-11 06:33:00
356,13,56,1,1997-07-12 17:16:00
357,240,879,0,1998-01-26 00:49:00
358,286,237,0,1997-02-10 15:40:00
359,294,271,1,1998-07-03 03:30:00
360,90,1086,1,1998-03-31 22:47:00
361,18,26,1,1997-11-21 16:28:00
362,92,229,0,1997-09-30 21:50:00
363,308,649,1,1998-02-17 18:14:00
364,144,89,0,1998-02-22 00:01:00
365,191,302,1,1998-02-04 23:37:00
366,59,951,0,1998-02-23 04:00:00
367,200,96,1,1998-06-01 23:30:00
368,16,197,1,1997-10-24 20:49:00
369,61,678,0,1998-11-04 13:45:00
370,271,199,1,1998-01-26 21:00:00
371,271,709,0,1998-01-26 21:15:00
372,142,169,1,1998-02-28 04:32:00
373,275,597,0,1997-07-10 04:14:00
374,222,151,0,1997-10-30 03:28:00
375,87,40,0,1997-11-18 18:15:00
376,207,258,1,1997-10-26 15:19:00
377,272,1393,0,1997-11-13 20:57:00
378,177,333,1,1997-11-21 16:39:00
379,207,1115,0,1997-11-16 07:21:00
380,299,577,0,1998-10-03 04:23:00
381,271,378,1,1998-01-26 21:17:00
382,305,425,1,1998-01-02 09:14:00
383,49,959,0,1998-02-21 13:48:00
384,94,1224,0,1998-04-04 20:46:00
385,130,1017,0,1997-09-22 18:44:00
386,10,175,0,1997-10-26 17:57:00
387,203,321,0,1997-11-25 04:50:00
388,191,286,1,1998-02-04 23:47:00
389,43,323,0,1997-04-10 14:25:00
390,21,558,1,1997-09-22 18:08:00
391,197,96,1,1998-01-04 05:50:00
392,13,344,0,1998-02-21 15:07:00
393,194,66,0,1997-11-14 17:07:00
394,234,206,1,1998-11-04 22:42:00
395,308,402,1,1998-02-17 18:38:00
396,308,640,1,1998-02-17 17:37:00
397,269,522,1,1998-01-04 16:22:00
398,94,265,1,1998-04-04 20:31:00
399,268,62,0,1997-09-26 21:53:00
400,272,12,1,1997-11-13 21:07:00
401,121,291,0,1998-01-04 00:27:00
402,296,20,1,1998-07-01 18:15:00
403,134,286,0,1998-04-04 23:25:00
404,180,462,1,1997-10-22 18:16:00
405,234,612,0,1998-08-04 23:45:00
406,104,117,0,1998-02-26 04:06:00
407,38,758,0,1998-04-13 02:30:00
408,269,845,0,1998-01-04 18:44:00
409,7,163,1,1998-03-31 14:10:00
410,234,1451,0,1998-08-04 23:32:00
411,275,405,0,1997-07-10 04:14:00
412,52,250,0,1997-12-24 00:17:00
413,102,823,0,1998-02-03 01:17:00
414,13,186,1,1998-03-24 02:03:00
415,178,731,1,1997-12-22 21:52:00
416,236,71,0,1998-03-17 06:37:00
417,256,781,1,1997-12-15 05:54:00
418,263,176,1,1998-03-30 23:15:00
419,244,186,0,1997-11-27 04:41:00
420,279,1181,1,1997-09-26 22:46:00
421,43,815,1,1998-04-01 23:23:00
422,83,78,0,1997-11-23 18:18:00
423,151,197,1,1997-11-14 17:31:00
424,254,436,0,1998-03-02 02:50:00
425,109,631,0,1997-11-26 21:22:00
426,297,716,0,1997-09-26 02:03:00
427,249,188,1,1997-11-16 00:44:00
428,144,699,1,1998-02-22 00:08:00
429,301,604,1,1997-12-14 05:06:00
430,64,392,0,1998-12-03 21:19:00
431,92,501,0,1997-09-30 21:07:00
432,222,97,1,1997-10-30 03:22:00
433,268,436,0,1997-09-26 21:52:00
434,293,135,1,1998-03-03 06:12:00
435,213,173,1,1997-08-11 02:17:00
436,160,460,0,1997-10-14 20:33:00
437,13,498,1,1997-12-14 22:51:00
438,59,715,1,1998-02-23 03:52:00
439,5,17,1,1997-09-30 16:16:00
440,125,163,1,1997-11-13 21:02:00
441,174,315,1,1998-02-02 15:19:00
442,114,505,0,1997-04-12 18:30:00
443,213,515,1,1997-07-11 02:41:00
444,23,196,0,1997-09-20 20:22:00
445,128,15,1,1997-11-19 19:47:00
446,239,56,1,1998-06-03 10:17:00
447,181,279,0,1997-08-11 04:22:00
448,291,80,1,1997-09-24 07:32:00
449,250,238,1,1997-10-29 01:52:00
450,201,649,0,1998-06-01 19:17:00
451,60,60,1,1997-12-28 16:48:00
452,181,325,0,1997-08-11 04:03:00
453,119,407,0,1998-09-02 15:37:00
454,287,1,1,1997-09-27 04:21:00
455,216,228,0,1997-11-23 00:40:00
456,216,531,1,1997-11-22 21:23:00
457,203,471,1,1997-11-25 05:07:00
458,92,587,0,1997-09-30 23:00:00
459,13,892,0,1997-12-22 07:03:00
460,213,176,1,1997-08-11 02:32:00
461,286,288,1,1997-02-10 15:37:00
462,117,1047,0,1997-01-12 20:54:00
463,99,111,0,1998-01-24 21:54:00
464,11,558,0,1998-06-04 23:10:00
465,65,47,0,1997-11-11 02:51:00
466,295,194,1,1997-11-14 14:23:00
467,269,217,0,1998-01-04 17:26:00
468,85,259,0,1997-09-12 22:03:00
469,250,596,1,1997-10-29 01:52:00
470,137,144,1,1997-06-12 18:41:00
471,201,960,0,1998-06-01 18:41:00
472,257,137,1,1997-12-13 21:52:00
473,111,328,1,1998-04-04 08:52:00
474,91,480,1,1998-01-04 13:54:00
475,215,211,1,1998-01-04 13:10:00
476,181,938,0,1997-08-11 03:59:00
477,189,1060,1,1998-04-22 16:58:00
478,1,20,1,1998-02-14 04:51:00
479,303,404,1,1997-11-14 00:46:00
480,299,305,0,1997-11-17 03:28:00
481,187,210,1,1997-11-13 23:54:00
482,222,278,0,1997-10-22 23:45:00
483,214,568,1,1998-04-15 19:23:00
484,293,770,0,1998-03-03 06:30:00
485,285,191,1,1998-03-22 19:44:00
486,303,252,0,1997-11-14 21:59:00
487,96,156,1,1998-10-01 03:27:00
488,72,1110,0,1997-11-20 14:48:00
489,115,1067,1,1997-03-12 17:43:00
490,7,430,0,1998-03-31 13:49:00
491,116,350,0,1998-08-02 22:45:00
492,73,480,1,1998-02-28 00:29:00
493,269,246,1,1998-01-04 18:57:00
494,263,419,1,1998-03-30 23:11:00
495,70,431,0,1998-07-01 05:17:00
496,221,475,1,1997-09-26 03:23:00
497,72,182,1,1997-11-20 14:35:00
498,25,357,1,1998-01-26 22:12:00
499,290,50,1,1997-11-25 15:59:00
500,189,526,1,1998-04-22 17:30:00
501,299,303,0,1997-10-23 14:56:00
502,264,294,0,1998-01-30 00:51:00
503,200,365,1,1998-06-01 23:39:00
504,187,135,1,1997-11-14 00:00:00
505,184,187,1,1998-03-14 20:57:00
506,63,289,0,1997-01-10 23:03:00
507,13,229,1,1997-12-17 22:27:00
508,298,486,0,1998-07-01 14:24:00
509,235,185,1,1998-11-03 22:30:00
510,62,712,1,1997-12-11 23:09:00
511,246,94,0,1998-01-16 04:05:00
512,54,742,1,1997-01-12 00:06:00
513,63,762,0,1997-01-10 23:14:00
514,11,732,0,1998-06-04 23:16:00
515,92,168,1,1997-09-30 21:08:00
516,8,550,0,1997-12-11 19:19:00
517,307,174,1,1997-11-11 21:24:00
518,303,200,1,1997-11-14 00:47:00
519,256,849,0,1997-12-15 05:43:00
520,72,54,0,1997-11-20 14:40:00
521,164,406,0,1998-09-03 00:13:00
522,117,150,1,1997-11-21 15:11:00
523,224,77,1,1998-02-21 23:31:00
524,193,869,0,1998-05-03 19:56:00
525,94,184,0,1998-04-04 20:14:00
526,281,338,0,1997-04-12 01:54:00
527,130,109,0,1997-09-22 18:43:00
528,128,371,0,1997-11-19 19:15:00
529,94,720,0,1998-04-04 20:59:00
530,182,845,0,1998-01-24 03:37:00
531,129,873,0,1997-12-27 17:57:00
532,254,229,1,1998-03-02 02:56:00
533,64,381,1,1997-12-11 20:11:00
534,151,176,0,1997-11-14 16:18:00
535,45,25,1,1997-01-12 22:06:00
536,193,879,0,1998-05-03 18:40:00
537,276,922,1,1998-06-03 09:00:00
538,276,57,0,1997-09-20 20:32:00
539,234,187,1,1998-08-04 23:45:00
540,181,306,0,1997-08-11 04:06:00
541,21,370,0,1997-09-22 18:01:00
542,293,249,0,1998-03-03 06:07:00
543,264,721,1,1998-01-30 01:27:00
544,10,611,1,1997-10-26 17:25:00
545,197,346,0,1998-01-04 05:37:00
546,276,142,0,1997-09-20 22:02:00
547,308,427,1,1998-02-17 17:29:00
548,221,943,1,1997-09-26 04:05:00
549,131,126,1,1998-01-01 19:05:00
550,268,824,0,1997-10-10 21:22:00
551,109,8,0,1997-11-26 19:30:00
552,198,58,0,1998-07-01 21:22:00
553,230,680,1,1997-11-25 18:58:00
554,181,741,0,1997-08-11 04:21:00
555,192,1061,1,1997-06-12 00:41:00
556,234,448,0,1998-11-04 22:58:00
557,90,900,1,1998-03-31 22:11:00
558,193,941,1,1998-05-03 19:08:00
559,128,603,1,1997-11-19 19:13:00
560,126,905,0,1998-02-19 02:28:00
561,244,265,1,1997-11-27 04:57:00
562,90,289,0,1998-03-31 22:11:00
563,157,25,0,1998-07-02 22:33:00
564,305,71,0,1998-01-02 09:01:00
565,119,382,1,1997-09-20 18:55:00
566,21,222,0,1997-09-22 18:03:00
567,231,181,1,1998-02-27 18:47:00
568,280,508,0,1998-04-04 14:34:00
569,288,132,0,1998-01-02 23:02:00
570,279,1497,0,1998-03-24 23:02:00
571,301,33,1,1997-12-14 05:43:00
572,72,699,0,1997-11-20 14:39:00
573,90,259,0,1998-03-31 22:13:00
574,308,55,0,1998-02-17 18:06:00
575,59,742,0,1998-02-23 03:04:00
576,94,744,1,1998-04-04 20:24:00
577,130,642,1,1997-09-25 19:48:00
578,26,1015,0,1998-03-31 13:48:00
579,56,121,1,1998-04-15 22:31:00
580,82,508,0,1998-01-13 17:57:00
581,62,12,1,1997-12-11 22:26:00
582,276,40,0,1997-09-20 21:44:00
583,181,1015,0,1997-08-11 04:25:00
584,152,301,0,1997-11-21 21:23:00
585,178,845,1,1997-12-22 20:58:00
586,217,597,1,1998-05-03 03:54:00
587,79,303,1,1998-03-30 15:20:00
588,138,484,1,1997-08-11 21:22:00
589,308,81,1,1998-02-17 17:41:00
590,75,284,0,1998-06-01 01:33:00
591,269,198,1,1998-01-04 16:11:00
592,307,94,0,1997-10-17 21:11:00
593,222,781,0,1997-02-12 10:47:00
594,121,740,0,1998-01-04 00:29:00
595,269,22,0,1998-01-04 16:27:00
596,13,864,1,1997-12-14 23:25:00
597,230,742,1,1997-11-25 19:10:00
598,269,507,1,1998-01-04 16:40:00
599,239,1099,1,1998-06-03 10:14:00
600,245,1028,1,1998-02-26 17:17:00
601,56,546,0,1998-04-15 22:31:00
602,295,961,1,1997-11-14 14:59:00
603,271,1028,0,1998-01-26 20:55:00
604,222,812,0,1997-02-12 10:38:00
605,69,240,0,1997-12-14 19:02:00
606,10,7,1,1997-10-26 18:56:00
607,22,376,0,1997-07-11 07:18:00
608,294,931,0,1998-07-03 03:54:00
609,82,717,0,1998-01-13 18:01:00
610,279,399,1,1997-09-26 22:44:00
611,269,234,0,1998-01-04 16:50:00
612,6,98,1,1997-12-31 20:38:00
613,243,1039,1,1997-11-20 01:09:00
614,298,181,1,1998-06-01 22:27:00
615,282,325,0,1997-09-12 21:30:00
616,78,323,0,1997-11-15 22:39:00
617,118,200,1,1997-09-27 18:24:00
618,283,1114,1,1997-12-11 01:19:00
619,171,292,1,1998-03-27 21:40:00
620,70,217,1,1998-07-01 05:31:00
621,10,100,1,1997-10-26 18:49:00
622,245,181,1,1998-02-26 17:21:00
623,107,333,0,1998-03-30 13:24:00
624,246,561,0,1998-01-16 04:04:00
625,13,901,0,1998-01-01 16:04:00
626,276,70,1,1997-09-20 21:27:00
627,244,17,0,1997-11-27 05:06:00
628,189,56,1,1998-04-22 17:14:00
629,226,242,1,1998-04-01 04:37:00
630,62,1016,1,1997-12-11 22:16:00
631,276,417,1,1997-09-20 22:01:00
632,214,478,1,1998-02-04 19:07:00
633,306,235,1,1997-10-10 17:25:00
634,222,26,0,1997-10-30 03:44:00
635,280,631,1,1998-04-04 14:39:00
636,60,430,1,1997-12-28 16:22:00
637,56,71,1,1998-04-15 23:34:00
638,42,274,1,1997-02-12 23:36:00
639,1,202,1,1997-09-24 03:40:00
640,13,809,1,1997-12-17 22:26:00
641,173,289,1,1997-10-22 21:49:00
642,15,749,0,1997-11-13 21:08:00
643,185,23,1,1997-12-30 23:24:00
644,280,540,0,1998-04-04 15:05:00
645,244,381,1,1997-11-27 04:14:00
646,150,293,1,1997-05-11 16:22:00
647,7,497,1,1998-03-31 13:48:00
648,178,317,1,1997-12-22 21:41:00
649,178,742,0,1997-12-22 20:50:00
650,95,1217,0,1997-11-26 19:30:00
651,234,1462,0,1998-11-04 22:31:00
652,97,222,1,1998-08-01 05:54:00
653,109,127,0,1997-11-26 16:57:00
654,117,268,1,1997-11-21 14:58:00
655,269,705,0,1998-01-04 16:40:00
656,130,1246,0,1997-07-10 19:28:00
657,264,655,1,1998-01-30 01:25:00
658,207,13,0,1997-09-29 04:20:00
659,42,588,1,1997-03-12 00:15:00
660,246,409,0,1998-01-16 04:02:00
661,87,367,1,1997-11-18 18:11:00
