,movieId,userId,rating,review_date,review_content
48,m/1109679-hamlet,Aaron Aradillas,4,,
49,m/cinderella,Aaron Aradillas,4,,
50,m/key_largo,Aaron Aradillas,4,,
51,m/the_lord_of_the_rings_the_two_towers,Aaron Aradillas,4,,
52,m/the_long_good_friday,Aaron Aradillas,4,,
53,m/man_on_wire,Aaron Aradillas,4,,
54,m/1020130-sting,Aaron Aradillas,4,,
55,m/1011818-ladykillers,Aaron Aradillas,4,,
56,m/1019187-sleeping_beauty,Aaron Aradillas,4,,
57,m/birdman_2014,Aaron Aradillas,4,,
58,m/minority_report,Aaron Aradillas,4,,
59,m/shaun_the_sheep_movie,Aaron Aradillas,4,,
60,m/a_star_is_born_2018,Aaron Aradillas,4,,
61,m/offside,Aaron Aradillas,4,,
62,m/anomalisa,Aaron Aradillas,4,,
63,m/bambi,Aaron Aradillas,4,,
64,m/never_rarely_sometimes_always,Aaron Asadi,4,,
65,m/another_year_2010,Aaron Asadi,4,,
66,m/people_will_talk,Aaron Asadi,4,,
67,m/true_grit_2010,Aaron Asadi,4,,
68,m/moonlight_2016,Aaron Asadi,4,,
69,m/1010417-imitation_of_life,Aaron Asadi,4,,
70,m/days_of_heaven,Aaron Asadi,4,,
71,m/c_word_2016,Aaron Asadi,4,,
72,m/grey_gardens_2009,Aaron Asadi,4,,
73,m/1012524-little_women,Aaron Asadi,4,,
74,m/bathtubs_over_broadway,Aaron Asadi,4,,
75,m/piano,Aaron Asadi,4,,
76,m/1123000-carrie,Aaron Asadi,4,,
77,m/lady_bird,Aaron Asadi,4,,
78,m/the_waiting_room_2012,Aaron Asadi,4,,
79,m/pulp_fiction,Aaron Asadi,4,,
80,m/ex_machina,Aaron Asadi,4,,
81,m/citizenfour,Aaron Asadi,4,,
82,m/mr_turner,Aaron Asadi,4,,
83,m/hustler,Aaron Asadi,4,,
84,m/this_sporting_life,Aaron Barnhart,4,,
85,m/rebel_without_a_cause,Aaron Barnhart,4,,
86,m/1037789-train,Aaron Barnhart,4,,
87,m/hombre,Aaron Barnhart,4,,
88,m/shaun_the_sheep_movie,Aaron Barnhart,4,,
89,m/pulp_fiction,Aaron Barnhart,4,,
90,m/five_easy_pieces,Aaron Barnhart,4,,
91,m/ride_the_high_country,Aaron Barnhart,4,,
92,m/taxi_to_the_dark_side,Aaron Barnhart,4,,
93,m/1001115-apartment,Aaron Barnhart,4,,
94,m/to_have_and_have_not,Aaron Barnhart,4,,
95,m/finding_nemo,Aaron Barnhart,4,,
96,m/the_invisible_man_2020,Aaron Barnhart,4,,
97,m/1209767-mary_and_max,Aaron Barnhart,4,,
98,m/1019544-spartacus,Aaron Barnhart,4,,
99,m/last_men_in_aleppo,Aaron Barnhart,4,,
100,m/chicago,Aaron Barnhart,4,,
101,m/the_wrestler,Aaron Barnhart,4,,
102,m/man_who_shot_liberty_valance,Aaron Barnhart,4,,
103,m/seconds,Aaron Cutler,4,,
104,m/midnight_cowboy,Aaron Cutler,4,,
105,m/1211532-friends_of_eddie_coyle,Aaron Cutler,4,,
106,m/1020130-sting,Aaron Cutler,4,,
107,m/1002353-big_sleep,Aaron Cutler,4,,
108,m/blue_velvet,Aaron Cutler,4,,
109,m/1003499-captain_blood,Aaron Cutler,4,,
110,m/angels_with_dirty_faces,Aaron Cutler,4,,
111,m/maratsade,Aaron Cutler,4,,
112,m/the_long_good_friday,Aaron Cutler,4,,
113,m/the_artist,Aaron Cutler,4,,
114,m/in_the_mirror_of_maya_deren,Aaron Cutler,4,,
115,m/young_frankenstein,Aaron Cutler,4,,
116,m/baby_doll,Aaron Cutler,4,,
117,m/old_yeller,Aaron Cutler,4,,
118,m/man_who_shot_liberty_valance,Aaron Cutler,4,,
119,m/deliver_us_from_evil,Aaron Cutler,4,,
120,m/aziz_ansari_buried_alive,Aaron Cutler,4,,
121,m/moonrise_kingdom,Aaron Cutler,4,,
122,m/do_the_right_thing,Aaron Dicer,4,,
123,m/dodsworth,Aaron Dicer,4,,
124,m/manhattan,Aaron Dicer,4,,
125,m/north-by-northwest,Aaron Dicer,4,,
126,m/the_deer_hunter,Aaron Dicer,4,,
127,m/chicken_run,Aaron Dicer,4,,
128,m/true_grit_2010,Aaron Dicer,4,,
129,m/mean_streets,Aaron Dicer,4,,
130,m/1005371-day_the_earth_stood_still,Aaron Lazenby,4,,
131,m/chicago,Aaron Lazenby,4,,
132,m/hombre,Aaron Lazenby,4,,
133,m/deliver_us_from_evil,Aaron Lazenby,4,,
134,m/executive_suite,Aaron Lazenby,4,,
135,m/mudbound,Aaron Lazenby,4,,
136,m/juno,Aaron Lazenby,4,,
137,m/nightcrawler,Aaron Lazenby,4,,
138,m/1209767-mary_and_max,Aaron Lazenby,4,,
139,m/booksmart,Aaron Lazenby,4,,
140,m/1002352-big_sleep,Aaron Lazenby,4,,
141,m/1109679-hamlet,Aaron Lazenby,4,,
142,m/the_pawnbroker,Aaron Lazenby,4,,
143,m/steamboat_bill_jr,Aaron Lazenby,4,,
144,m/liyana,Aaron Lazenby,4,,
145,m/safety_last,Aaron Lazenby,4,,
146,m/lady_bird,Aaron Lazenby,4,,
147,m/1074022-lone_star,Aaron Lazenby,4,,
148,m/1013139-maltese_falcon,Aaron Lazenby,4,,
149,m/foreign_correspondent,Aaron Leggo,4,,
150,m/bright_lights_starring_carrie_fisher_and_debbie_reynolds,Aaron Leggo,4,,
151,m/1012525-little_women,Aaron Leggo,4,,
152,m/1005521-death_of_a_salesman,Aaron Leggo,4,,
153,m/heroin,Aaron Leggo,4,,
154,m/booksmart,Aaron Leggo,4,,
155,m/piano,Aaron Leggo,4,,
156,m/1103281-traffic,Aaron Leggo,4,,
157,m/largent,Aaron Leggo,4,,
158,m/springsteen_on_broadway,Aaron Leggo,4,,
159,m/1109679-hamlet,Aaron Leggo,4,,
160,m/nashville,Aaron Leggo,4,,
161,m/call_me_by_your_name,Aaron Leggo,4,,
162,m/another_year_2010,Aaron Leggo,4,,
163,m/love_streams,Aaron Leggo,4,,
164,m/letter_to_three_wives,Aaron Leggo,4,,
165,m/three_identical_strangers,Aaron Leggo,4,,
166,m/the_house_i_live_in,Aaron Leitko,4,,
167,m/blue_velvet,Aaron Leitko,4,,
168,m/old_yeller,Aaron Leitko,4,,
169,m/platoon,Aaron Leitko,4,,
170,m/man_who_shot_liberty_valance,Aaron Leitko,4,,
171,m/hombre,Aaron Leitko,4,,
172,m/1035061-fury,Aaron Leitko,4,,
173,m/three_identical_strangers,Aaron Leitko,4,,
174,m/the_little_mermaid_1989,Aaron Leitko,4,,
175,m/duck_soup,Aaron Leitko,4,,
176,m/in_the_family_2011,Aaron Leitko,4,,
177,m/camille_claudel,Aaron Leitko,4,,
178,m/blackkklansman,Aaron Leitko,4,,
179,m/last_men_in_aleppo,Aaron Leitko,4,,
180,m/1083121-of_mice_and_men,Aaron Leitko,4,,
181,m/brokeback_mountain,Aaron Leitko,4,,
182,m/blindspotting,Aaron Leitko,4,,
183,m/ninotchka,Aaron Leitko,4,,
184,m/anomalisa,Aaron Leitko,4,,
185,m/witness_for_the_prosecution,Aaron Leitko,4,,
186,m/anomalisa,Aaron Riccio,4,,
187,m/ex_machina,Aaron Riccio,4,,
188,m/midnight_cowboy,Aaron Riccio,4,,
189,m/benhur,Aaron Riccio,4,,
190,m/nashville,Aaron Riccio,4,,
191,m/1211532-friends_of_eddie_coyle,Aaron Riccio,4,,
192,m/1020130-sting,Aaron Riccio,4,,
193,m/day_the_earth_stood_still,Aaron Riccio,4,,
194,m/ladykillers,Aaron Riccio,4,,
195,m/1059489-wild_bunch,Aaron Riccio,4,,
196,m/awful_truth,Aaron Riccio,4,,
197,m/1023854-witness,Aaron Riccio,4,,
198,m/1010695-invisible_man,Aaron Riccio,4,,
199,m/man_on_wire,Aaron Riccio,4,,
200,m/juno,Aaron Riccio,4,,
201,m/people_will_talk,Aaron Riccio,4,,
202,m/house_of_games,Aaron Riccio,4,,
203,m/silver_linings_playbook,Aaron Riccio,4,,
204,m/mr_deeds_goes_to_town,Aaron Riccio,4,,
205,m/band_wagon,Aaron Riccio,4,,
206,m/quiz_show,Aaron Sagers,4,,
207,m/miracle_on_34th_street_1994,Aaron Sagers,4,,
208,m/c_word_2016,Aaron Sagers,4,,
209,m/1068779-dead_man_walking,Aaron Sagers,4,,
210,m/graduate,Aaron Sagers,4,,
211,m/frostnixon,Aaron Sagers,4,,
212,m/mr_turner,Aaron Sagers,4,,
213,m/serpico,Aaron Sagers,4,,
214,m/now_voyager,Aaron Sagers,4,,
215,m/picnic_at_hanging_rock,Aaron Sagers,4,,
216,m/cinderella,Aaron Sagers,4,,
217,m/silver_linings_playbook,Aaron Sagers,4,,
218,m/duck_soup,Aaron Sagers,4,,
219,m/angels_with_dirty_faces,Aaron Sagers,4,,
220,m/key_largo,Aaron Sagers,4,,
221,m/captain_phillips,Aaron Sagers,4,,
222,m/apollo_11_2019,Aaron Sagers,4,,
223,m/fast_cheap_and_out_of_control,Aaron Sagers,4,,
224,m/heart_of_a_dog,Aarón Rodríguez Serrano,4,,
225,m/witness_for_the_prosecution,Aarón Rodríguez Serrano,4,,
226,m/no_country_for_old_men,Aarón Rodríguez Serrano,4,,
227,m/ride_the_high_country,Aarón Rodríguez Serrano,4,,
228,m/fast_cheap_and_out_of_control,Aarón Rodríguez Serrano,4,,
229,m/mr_deeds_goes_to_town,Aarón Rodríguez Serrano,4,,
230,m/minority_report,Aarón Rodríguez Serrano,4,,
231,m/1010214-hunchback_of_notre_dame,Aarón Rodríguez Serrano,4,,
232,m/to_have_and_have_not,Aarón Rodríguez Serrano,4,,
233,m/1074022-lone_star,Aarón Rodríguez Serrano,4,,
234,m/miracle_on_34th_street,Aarón Rodríguez Serrano,4,,
235,m/do_the_right_thing,Aarón Rodríguez Serrano,4,,
236,m/steamboat_bill_jr,Aarón Rodríguez Serrano,4,,
237,m/glengarry_glen_ross,Aarón Rodríguez Serrano,4,,
238,m/anomalisa,Aarón Rodríguez Serrano,4,,
239,m/1037789-train,Aarón Rodríguez Serrano,4,,
240,m/1010695-invisible_man,Abbey Bender,4,,
241,m/once,Abbey Bender,4,,
242,m/1003499-captain_blood,Abbey Bender,4,,
243,m/hombre,Abbey Bender,4,,
244,m/the_pawnbroker,Abbey Bender,4,,
245,m/the_long_good_friday,Abbey Bender,4,,
246,m/foreign_correspondent,Abbey Bender,4,,
247,m/1005521-death_of_a_salesman,Abbey Bender,4,,
248,m/piano,Abbey Bender,4,,
249,m/1010417-imitation_of_life,Abbey Bender,4,,
250,m/rite_2011,Abbey Bender,4,,
251,m/1005371-day_the_earth_stood_still,Abbey Bender,4,,
252,m/producers_the_movie_musical,Abbey Bender,4,,
253,m/heavenly_creatures,Abbey Bender,4,,
254,m/all_the_presidents_men,Abbey Bender,4,,
255,m/1211532-friends_of_eddie_coyle,Abbey Bender,4,,
256,m/awful_truth,Abbey Bender,4,,
257,m/1011813-lady_vanishes,Abbey Bender,4,,
258,m/1075422-hamlet,Abbey Bender,4,,
259,m/key_largo,Abbey Bender,4,,
260,m/1011623-king_of_comedy,Abbey White,4,,
261,m/grizzly_man,Abbey White,4,,
262,m/safety_last,Abbey White,4,,
263,m/ride_the_high_country,Abbey White,4,,
264,m/1013139-maltese_falcon,Abbey White,4,,
265,m/awful_truth,Abbey White,4,,
266,m/eighth_grade,Abbey White,4,,
267,m/1035061-fury,Abbey White,4,,
268,m/once,Abbey White,4,,
269,m/mary_poppins,Abbey White,4,,
270,m/key_largo,Abbey White,4,,
271,m/1014453-music_man,Abbey White,4,,
272,m/top_hat,Abbey White,4,,
273,m/pianist,Abbey White,4,,
274,m/the_house_i_live_in,Abbey White,4,,
275,m/springsteen_on_broadway,Abbey White,4,,
276,m/citizenfour,Abbey White,4,,
277,m/the_souvenir,Abbey White,4,,
278,m/1019187-sleeping_beauty,Abbey White,4,,
279,m/1075422-hamlet,Abbey White,4,,
280,m/blackkklansman,Abby Garnett,4,,
281,m/1000643-all_quiet_on_the_western_front,Abby Garnett,4,,
282,m/the_souvenir,Abby Garnett,4,,
283,m/three_identical_strangers,Abby Garnett,4,,
284,m/do_the_right_thing,Abby Garnett,4,,
285,m/mr_deeds_goes_to_town,Abby Garnett,4,,
286,m/nashville,Abby Garnett,4,,
287,m/1010644-intolerance,Abby Garnett,4,,
288,m/wild_river,Abby Garnett,4,,
289,m/phoenix_2015,Abby Garnett,4,,
290,m/graduate,Abby Garnett,4,,
291,m/1010695-invisible_man,Abby Garnett,4,,
292,m/1211532-friends_of_eddie_coyle,Abby Garnett,4,,
293,m/ladykillers,Abby Garnett,4,,
294,m/1011623-king_of_comedy,Abby Garnett,4,,
295,m/blue_jasmine,Abby Garnett,4,,
296,m/the_house_i_live_in,Abby Garnett,4,,
297,m/1017123-raisin_in_the_sun,Abby Garnett,4,,
298,m/1003499-captain_blood,Abby Garnett,4,,
299,m/safety_last,Abby Garnett,4,,
300,m/grizzly_man,Abby Olcese,4,,
301,m/the_pawnbroker,Abby Olcese,4,,
302,m/largent,Abby Olcese,4,,
303,m/the_selfish_giant_2013,Abby Olcese,4,,
304,m/phoenix_2015,Abby Olcese,4,,
305,m/my_beautiful_laundrette,Abhimanyu Das,4,,
306,m/1019187-sleeping_beauty,Abhimanyu Das,4,,
307,m/fallen_idol,Abhimanyu Das,4,,
308,m/blue_jasmine,Abhimanyu Das,4,,
309,m/peeping_tom_1960,Abhimanyu Das,4,,
310,m/singin_in_the_rain,Abhimanyu Das,4,,
311,m/chicken_run,Abhimanyu Das,4,,
312,m/blue_velvet,Abhimanyu Das,4,,
313,m/spider_man_into_the_spider_verse,Abhimanyu Das,4,,
314,m/brokeback_mountain,Abhimanyu Das,4,,
315,m/monsters_inc,Abhimanyu Das,4,,
316,m/lady_bird,Abhimanyu Das,4,,
317,m/three_identical_strangers,Abhimanyu Das,4,,
318,m/letter_to_three_wives,Abhimanyu Das,4,,
319,m/the_tree_of_life_2011,Abhimanyu Das,4,,
320,m/picnic_at_hanging_rock,Abhimanyu Das,4,,
321,m/carrie,Abhimanyu Das,4,,
322,m/miracle_on_34th_street_1994,Abhimanyu Das,4,,
323,m/1083121-of_mice_and_men,Abigail Chandler,4,,
324,m/phoenix_2015,Abigail Chandler,4,,
325,m/finding_nemo,Abigail Chandler,4,,
326,m/grey_gardens_2009,Abigail Chandler,4,,
327,m/1019774-stagecoach,Abigail Chandler,4,,
328,m/chicken_run,Abigail Chandler,4,,
329,m/carrie_1952,Abigail Chandler,4,,
330,m/mean_streets,Abigail Chandler,4,,
331,m/1097245-hamlet,Abigail Chandler,4,,
332,m/booksmart,Abigail Chandler,4,,
333,m/liyana,Abigail Chandler,4,,
334,m/1019544-spartacus,Abigail Chandler,4,,
335,m/1010695-invisible_man,Abigail Chandler,4,,
336,m/mr_deeds_goes_to_town,Abigail Chandler,4,,
337,m/heart_of_a_dog,Achy Obejas,4,,
338,m/camille_claudel,Achy Obejas,4,,
339,m/eighth_grade,Achy Obejas,4,,
340,m/picnic_at_hanging_rock,Achy Obejas,4,,
341,m/steamboat_bill_jr,Achy Obejas,4,,
342,m/1011813-lady_vanishes,Achy Obejas,4,,
343,m/anomalisa,Achy Obejas,4,,
344,m/once,Achy Obejas,4,,
345,m/the_tree_of_life_2011,Achy Obejas,4,,
346,m/people_will_talk,Achy Obejas,4,,
347,m/to_have_and_have_not,Achy Obejas,4,,
348,m/the_house_i_live_in,Achy Obejas,4,,
349,m/another_year_2010,Achy Obejas,4,,
350,m/diner,Achy Obejas,4,,
351,m/seconds,Achy Obejas,4,,
352,m/angels_with_dirty_faces,Achy Obejas,4,,
353,m/1013139-maltese_falcon,Achy Obejas,4,,
354,m/executive_suite,Achy Obejas,4,,
355,m/midnight_cowboy,Adam A. Donaldson,4,,
356,m/to_have_and_have_not,Adam A. Donaldson,4,,
357,m/1003318-butch_cassidy_and_the_sundance_kid,Adam A. Donaldson,4,,
358,m/ghost_and_mrs_muir,Adam A. Donaldson,4,,
359,m/1005875-dinner_at_eight,Adam A. Donaldson,4,,
360,m/sleeping_beauty_2011,Adam A. Donaldson,4,,
361,m/1014372-mummy,Adam A. Donaldson,4,,
362,m/grizzly_man,Adam A. Donaldson,4,,
363,m/key_largo,Adam A. Donaldson,4,,
364,m/seconds,Adam A. Donaldson,4,,
365,m/band_wagon,Adam A. Donaldson,4,,
366,m/moonrise_kingdom,Adam A. Donaldson,4,,
367,m/letter_to_three_wives,Adam A. Donaldson,4,,
368,m/people_will_talk,Adam A. Donaldson,4,,
369,m/bright_lights_starring_carrie_fisher_and_debbie_reynolds,Adam A. Donaldson,4,,
370,m/quiz_show,Adam A. Donaldson,4,,
371,m/chinatown,Adam A. Donaldson,4,,
372,m/blue_velvet,Adam Barnhardt,4,,
373,m/moonlight_2016,Adam Barnhardt,4,,
374,m/call_me_by_your_name,Adam Barnhardt,4,,
375,m/1002353-big_sleep,Adam Barnhardt,4,,
376,m/1010417-imitation_of_life,Adam Barnhardt,4,,
377,m/mona_lisa,Adam Barnhardt,4,,
378,m/my_beautiful_laundrette,Adam Barnhardt,4,,
379,m/blindspotting,Adam Barnhardt,4,,
380,m/diner,Adam Barnhardt,4,,
381,m/1005371-day_the_earth_stood_still,Adam Barnhardt,4,,
382,m/captain_phillips,Adam Barnhardt,4,,
383,m/citizenfour,Adam Barnhardt,4,,
384,m/people_will_talk,Adam Barnhardt,4,,
385,m/full_metal_jacket,Adam Barnhardt,4,,
386,m/steamboat_bill_jr,Adam Barnhardt,4,,
387,m/birdman_2014,Adam Barnhardt,4,,
388,m/true_grit_2010,Adam Barnhardt,4,,
389,m/top_hat,Adam Barnhardt,4,,
390,m/no_country_for_old_men,Adam Barnhardt,4,,
391,m/juno,Adam Bernstein,4,,
392,m/1011623-king_of_comedy,Adam Bernstein,4,,
393,m/five_easy_pieces,Adam Bernstein,4,,
394,m/seconds,Adam Bernstein,4,,
395,m/all_the_presidents_men,Adam Bernstein,4,,
396,m/insider,Adam Bernstein,4,,
397,m/auntie_mame,Adam Bernstein,4,,
398,m/birdman_2014,Adam Bernstein,4,,
399,m/ladykillers,Adam Bernstein,4,,
400,m/platoon,Adam Bernstein,4,,
401,m/first_reformed,Adam Bernstein,4,,
402,m/paddington_2,Adam Bernstein,4,,
403,m/executive_suite,Adam Bernstein,4,,
404,m/1016756-prisoner_of_zenda,Adam Bernstein,4,,
405,m/deliver_us_from_evil,Adam Bernstein,4,,
406,m/jurassic_park,Adam Bernstein,4,,
407,m/nashville,Adam Bernstein,4,,
408,m/fruitvale_station,Adam Bernstein,4,,
409,m/1059489-wild_bunch,Adam Bouyamourn,4,,
410,m/camille_claudel,Adam Bouyamourn,4,,
411,m/to_have_and_have_not,Adam Bouyamourn,4,,
412,m/1011623-king_of_comedy,Adam Bouyamourn,4,,
413,m/phoenix_2015,Adam Bouyamourn,4,,
414,m/love_streams,Adam Bouyamourn,4,,
415,m/hombre,Adam Bouyamourn,4,,
416,m/spider_man_into_the_spider_verse,Adam Bouyamourn,4,,
417,m/house_of_games,Adam Bouyamourn,4,,
418,m/diner,Adam Bouyamourn,4,,
419,m/belle_de_jour,Adam Bouyamourn,4,,
420,m/piano,Adam Bouyamourn,4,,
421,m/moonrise_kingdom,Adam Bouyamourn,4,,
422,m/grey_gardens_2009,Adam Bouyamourn,4,,
423,m/do_the_right_thing,Adam Bouyamourn,4,,
424,m/1012525-little_women,Adam Bouyamourn,4,,
425,m/1024191-wrong_man,Adam Bouyamourn,4,,
426,m/crumb,Adam Bouyamourn,4,,
427,m/finding_nemo,Adam Bouyamourn,4,,
428,m/apollo_11_2019,Adam Bouyamourn,4,,
429,m/heart_of_a_dog,Adam Bregman,4,,
430,m/platoon,Adam Bregman,4,,
431,m/birdman_2014,Adam Bregman,4,,
432,m/devil_and_miss_jones,Adam Bregman,4,,
433,m/bright_lights_starring_carrie_fisher_and_debbie_reynolds,Adam Bregman,4,,
434,m/badlands,Adam Bregman,4,,
435,m/1010644-intolerance,Adam Bregman,4,,
436,m/glengarry_glen_ross,Adam Bregman,4,,
437,m/largent,Adam Bregman,4,,
438,m/love_streams,Adam Bregman,4,,
439,m/resident_evil_damnation,Adam Bregman,4,,
440,m/now_voyager,Adam Bregman,4,,
441,m/1035061-fury,Adam Bregman,4,,
442,m/1005875-dinner_at_eight,Adam Bregman,4,,
443,m/1002353-big_sleep,Adam Bregman,4,,
444,m/1011623-king_of_comedy,Adam Bregman,4,,
445,m/fallen_idol,Adam Bregman,4,,
446,m/the_house_i_live_in,Adam Bregman,4,,
447,m/singin_in_the_rain,Adam Bregman,4,,
448,m/never_rarely_sometimes_always,Adam Bub,4,,
449,m/pulp_fiction,Adam Bub,4,,
450,m/1014453-music_man,Adam Bub,4,,
451,m/hamlet,Adam Bub,4,,
452,m/love_affair_1939,Adam Bub,4,,
453,m/sweet_hereafter,Adam Bub,4,,
454,m/apollo_11_2019,Adam Bub,4,,
455,m/nightmare_before_christmas,Adam Bub,4,,
456,m/manhattan,Adam Bub,4,,
457,m/now_voyager,Adam Bub,4,,
458,m/once,Adam Bub,4,,
459,m/singin_in_the_rain,Adam Bub,4,,
460,m/glengarry_glen_ross,Adam Bub,4,,
461,m/enron_the_smartest_guys_in_the_room,Adam Bub,4,,
462,m/moonrise_kingdom,Adam Bub,4,,
463,m/the_deer_hunter,Adam Bub,4,,
464,m/1019187-sleeping_beauty,Adam Bub,4,,
465,m/last_picture_show,Adam Charles,4,,
466,m/witness_for_the_prosecution,Adam Charles,4,,
467,m/awful_truth,Adam Charles,4,,
468,m/aziz_ansari_buried_alive,Adam Charles,4,,
469,m/the_artist,Adam Charles,4,,
470,m/in_the_family_2011,Adam Charles,4,,
471,m/juno,Adam Charles,4,,
472,m/summer_stock,Adam Charles,4,,
473,m/twist_of_faith,Adam Charles,4,,
474,m/sweet_hereafter,Adam Charles,4,,
475,m/three_identical_strangers,Adam Charles,4,,
476,m/all_the_presidents_men,Adam Charles,4,,
477,m/crumb,Adam Charles,4,,
478,m/1012525-little_women,Adam Charles,4,,
479,m/1059489-wild_bunch,Adam Charles,4,,
480,m/my_beautiful_laundrette,Adam Charles,4,,
481,m/nightcrawler,Adam Charles,4,,
482,m/fast_cheap_and_out_of_control,Adam Charles,4,,
483,m/day_the_earth_stood_still,Adam Charles,4,,
484,m/diner,Adam Charles,4,,
485,m/paper_moon,Adam Clement,4,,
486,m/serpico,Adam Clement,4,,
487,m/fast_cheap_and_out_of_control,Adam Clement,4,,
488,m/1010695-invisible_man,Adam Clement,4,,
489,m/witness_for_the_prosecution,Adam Clement,4,,
490,m/silver_linings_playbook,Adam Clement,4,,
491,m/nightmare_before_christmas,Adam Clement,4,,
492,m/ride_the_high_country,Adam Clement,4,,
493,m/ghost_and_mrs_muir,Adam Clement,4,,
494,m/resident_evil_damnation,Adam Clement,4,,
495,m/rite_2011,Adam Clement,4,,
496,m/1024191-wrong_man,Adam Clement,4,,
497,m/the_mummy_2017,Adam Clement,4,,
498,m/blindspotting,Adam Clement,4,,
499,m/1068779-dead_man_walking,Adam Clement,4,,
500,m/1005371-day_the_earth_stood_still,Adam Clement,4,,
501,m/now_voyager,Adam Clement,4,,
502,m/the_tree_of_life_2011,Adam Clement,4,,
503,m/birdman_2014,Adam Clement,4,,
504,m/its_a_wonderful_life,Adam Clement,4,,
505,m/1082542-imitation_of_life,Adam Cook,4,,
506,m/kubo_and_the_two_strings_2016,Adam Cook,4,,
507,m/mary_poppins,Adam Cook,4,,
508,m/no_country_for_old_men,Adam Cook,4,,
509,m/1003625-carrie,Adam Cook,4,,
510,m/liyana,Adam Cook,4,,
511,m/citizenfour,Adam Cook,4,,
512,m/largent,Adam Cook,4,,
513,m/grizzly_man,Adam Cook,4,,
514,m/once,Adam Cook,4,,
515,m/blue_velvet,Adam Cook,4,,
516,m/my_beautiful_laundrette,Adam Cook,4,,
517,m/booksmart,Adam Cook,4,,
518,m/1002353-big_sleep,Adam Cook,4,,
519,m/la_haine,Adam Cook,4,,
520,m/this_sporting_life,Adam Cook,4,,
521,m/pianist,Adam Cook,4,,
522,m/glengarry_glen_ross,Adam Cook,4,,
523,m/blue_jasmine,Adam Cook,4,,
524,m/1000643-all_quiet_on_the_western_front,Adam Cook,4,,
525,m/mr_turner,Adam DiLeo,4,,
526,m/juno,Adam DiLeo,4,,
527,m/now_voyager,Adam DiLeo,4,,
528,m/1010695-invisible_man,Adam DiLeo,4,,
529,m/quiz_show,Adam DiLeo,4,,
530,m/good_will_hunting,Adam DiLeo,4,,
531,m/hearts_and_minds,Adam DiLeo,4,,
532,m/1014453-music_man,Adam DiLeo,4,,
533,m/midnight_cowboy,Adam DiLeo,4,,
534,m/benhur,Adam DiLeo,4,,
535,m/last_picture_show,Adam DiLeo,4,,
536,m/hearts_of_darkness_a_filmmakers_apocalypse,Adam DiLeo,4,,
537,m/1016756-prisoner_of_zenda,Adam DiLeo,4,,
538,m/1002353-big_sleep,Adam DiLeo,4,,
539,m/to_have_and_have_not,Adam DiLeo,4,,
540,m/peeping_tom_1960,Adam DiLeo,4,,
541,m/shaun_the_sheep_movie,Adam DiLeo,4,,
542,m/kubo_and_the_two_strings_2016,Adam DiLeo,4,,
543,m/1082542-imitation_of_life,Adam DiLeo,4,,
