movieId;Title;SPARQLTitle;URI;Unknown;Action;Adventure;Animation;Children's;Comedy;Crime;Documentary;Drama;Fantasy;Film-Noir;Horror;Musical;Mystery;Romance;Sci-Fi;Thriller;War;Western
132;Wizard of Oz, The ;The Wizard of Oz;http://dbpedia.org/resource/The_Wizard_of_Oz_(1939_film);0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
133;Gone with the Wind ;Gone with the Wind;http://dbpedia.org/resource/Gone_with_the_Wind_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0
134;Citizen Kane ;Citizen Kane;http://dbpedia.org/resource/Citizen_Kane;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
135;2001: A Space Odyssey ;;http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0
136;Mr. Smith Goes to Washington ;Mr. Smith Goes to Washington;http://dbpedia.org/resource/Mr._Smith_Goes_to_Washington;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
137;Big Night ;;http://dbpedia.org/resource/Big_Night;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
138;D3: The Mighty Ducks ;D3: The Mighty Ducks;http://dbpedia.org/resource/D3:_The_Mighty_Ducks;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
139;Love Bug, The ;;http://dbpedia.org/resource/The_Love_Bug;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
140;Homeward Bound: The Incredible Journey ;Homeward Bound: The Incredible Journey;http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141;20,000 Leagues Under the Sea ;;http://dbpedia.org/resource/20,000_Leagues_Under_the_Sea_(1954_film);0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
142;Bedknobs and Broomsticks ;Bedknobs and Broomsticks;http://dbpedia.org/resource/Bedknobs_and_Broomsticks;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
143;Sound of Music, The ;The Sound of Music;http://dbpedia.org/resource/The_Sound_of_Music_(film);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
144;Die Hard ;Die Hard;http://dbpedia.org/resource/Die_Hard;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
145;Lawnmower Man, The ;The Lawnmower Man;http://dbpedia.org/resource/The_Lawnmower_Man_(film);0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
146;Unhook the Stars ;Unhook the Stars;http://dbpedia.org/resource/Unhook_the_Stars;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
147;Long Kiss Goodnight, The ;;http://dbpedia.org/resource/The_Long_Kiss_Goodnight;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
148;Ghost and the Darkness, The ;The Ghost and the Darkness;http://dbpedia.org/resource/The_Ghost_and_the_Darkness;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;Jude ;Jude;http://dbpedia.org/resource/Jude_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
150;Swingers ;Swingers;http://dbpedia.org/resource/Swingers_(1996_film);0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
151;Willy Wonka and the Chocolate Factory ;Willy Wonka & the Chocolate Factory;http://dbpedia.org/resource/Willy_Wonka_&_the_Chocolate_Factory;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
152;Sleeper ;;http://dbpedia.org/resource/Sleeper_(film);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
153;Fish Called Wanda, A ;;http://dbpedia.org/resource/A_Fish_Called_Wanda;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
154;Monty Python's Life of Brian ;Monty Python's Life of Brian;http://dbpedia.org/resource/Monty_Python's_Life_of_Brian;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
155;Dirty Dancing ;Dirty Dancing;http://dbpedia.org/resource/Dirty_Dancing;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
156;Reservoir Dogs ;Reservoir Dogs;http://dbpedia.org/resource/Reservoir_Dogs;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
157;Platoon ;Platoon;http://dbpedia.org/resource/Platoon_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
158;Weekend at Bernie's ;Weekend at Bernie's;http://dbpedia.org/resource/Weekend_at_Bernie's;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
159;Basic Instinct ;Basic Instinct;http://dbpedia.org/resource/Basic_Instinct;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
160;Glengarry Glen Ross ;Glengarry Glen Ross;http://dbpedia.org/resource/Glengarry_Glen_Ross_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
161;Top Gun ;Top Gun;http://dbpedia.org/resource/Top_Gun;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
162;On Golden Pond ;On Golden Pond;http://dbpedia.org/resource/On_Golden_Pond_(1981_film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
163;Return of the Pink Panther, The ;The Return of the Pink Panther;http://dbpedia.org/resource/The_Return_of_the_Pink_Panther;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
164;Abyss, The ;;http://dbpedia.org/resource/The_Abyss;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
165;Jean de Florette ;Jean de Florette;http://dbpedia.org/resource/Jean_de_Florette;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
166;Manon of the Spring (Manon des sources) ;Manon des Sources;http://dbpedia.org/resource/Manon_des_Sources_(1986_film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
167;Private Benjamin ;;http://dbpedia.org/resource/Private_Benjamin;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
168;Monty Python and the Holy Grail ;;http://dbpedia.org/resource/Monty_Python_and_the_Holy_Grail;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
