movieId;Title;SPARQLTitle;URI;Unknown;Action;Adventure;Animation;Children's;Comedy;Crime;Documentary;Drama;Fantasy;Film-Noir;Horror;Musical;Mystery;Romance;Sci-Fi;Thriller;War;Western
24;Rumble in the Bronx (1995);Rumble in the Bronx;http://dbpedia.org/resource/Rumble_in_the_Bronx;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
25;Birdcage, The (1996);The Birdcage;http://dbpedia.org/resource/The_Birdcage;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
26;Brothers McMullen, The (1995);The Brothers McMullen;http://dbpedia.org/resource/The_Brothers_McMullen;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
27;Bad Boys (1995);Bad Boys;http://dbpedia.org/resource/Bad_Boys_(1995_film);0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;Apollo 13 (1995);Apollo 13;http://dbpedia.org/resource/Apollo_13_(film);0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
29;Batman Forever (1995);Batman Forever;http://dbpedia.org/resource/Batman_Forever;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
30;Belle de jour (1967);Belle de Jour;http://dbpedia.org/resource/Belle_de_Jour_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
31;Crimson Tide (1995);Crimson Tide;http://dbpedia.org/resource/Crimson_Tide_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
32;Crumb (1994);Crumb;http://dbpedia.org/resource/Crumb_(film);0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
33;Desperado (1995);Desperado;http://dbpedia.org/resource/Desperado_(film);0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
34;Doom Generation, The (1995);The Doom Generation;http://dbpedia.org/resource/The_Doom_Generation;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
35;Free Willy 2: The Adventure Home (1995);Free Willy 2;http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
36;Mad Love (1995);Mad Love;http://dbpedia.org/resource/Mad_Love_(1995_film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
37;Nadja (1994);Nadja;http://dbpedia.org/resource/Nadja_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
38;Net, The (1995);The Net;http://dbpedia.org/resource/The_Net_(1995_film);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
39;Strange Days (1995);Strange Days;http://dbpedia.org/resource/Strange_Days_(film);0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
40;To Wong Foo, Thanks for Everything! Julie Newmar (1995);To Wong Foo, Thanks for Everything! Julie Newmar;http://dbpedia.org/resource/To_Wong_Foo,_Thanks_for_Everything!_Julie_Newmar;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
41;Billy Madison (1995);Billy Madison;http://dbpedia.org/resource/Billy_Madison;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
42;Clerks (1994);Clerks II;http://dbpedia.org/resource/Clerks;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
43;Disclosure (1994);;http://dbpedia.org/resource/Disclosure_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
44;Dolores Claiborne (1994);Dolores Claiborne;http://dbpedia.org/resource/Dolores_Claiborne_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
45;Eat Drink Man Woman (1994);Eat Drink Man Woman;http://dbpedia.org/resource/Eat_Drink_Man_Woman;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
46;Exotica (1994);Exotica;http://dbpedia.org/resource/Exotica_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
47;Ed Wood (1994);Ed Wood;http://dbpedia.org/resource/Ed_Wood_(film);0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
48;Hoop Dreams (1994);Hoop Dreams;http://dbpedia.org/resource/Hoop_Dreams;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
49;I.Q. (1994);I.Q.;http://dbpedia.org/resource/I.Q._(film);0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
50;Star Wars (1977);;http://dbpedia.org/resource/Star_Wars_Episode_IV:_A_New_Hope;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
51;Legends of the Fall (1994);Legends of the Fall;http://dbpedia.org/resource/Legends_of_the_Fall;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1
52;Madness of King George, The (1994);The Madness of King George;http://dbpedia.org/resource/The_Madness_of_King_George;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
53;Natural Born Killers (1994);Natural Born Killers;http://dbpedia.org/resource/Natural_Born_Killers;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
54;Outbreak (1995);Outbreak;http://dbpedia.org/resource/Outbreak_(film);0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
55;Professional, The (1994);;http://dbpedia.org/resource/L%C3%A9on_(film);0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0
56;Pulp Fiction (1994);Pulp Fiction;http://dbpedia.org/resource/Pulp_Fiction;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
57;Priest (1994);Priest;http://dbpedia.org/resource/Priest_(1994_film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
58;Quiz Show (1994);Quiz Show;http://dbpedia.org/resource/Quiz_Show;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
59;Three Colors: Red (1994);;http://dbpedia.org/resource/Three_Colors:_Red;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
60;Three Colors: Blue (1993);;http://dbpedia.org/resource/Three_Colors:_Blue;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
61;Three Colors: White (1994);;http://dbpedia.org/resource/Three_Colors:_White;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
62;Stargate (1994);Stargate;http://dbpedia.org/resource/Stargate_(film);0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
63;Santa Clause, The (1994);The Santa Clause;http://dbpedia.org/resource/The_Santa_Clause;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
64;Shawshank Redemption, The (1994);The Shawshank Redemption;http://dbpedia.org/resource/The_Shawshank_Redemption;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
65;What's Eating Gilbert Grape (1993);What's Eating Gilbert Grape;http://dbpedia.org/resource/What's_Eating_Gilbert_Grape;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
66;While You Were Sleeping (1995);;http://dbpedia.org/resource/While_You_Were_Sleeping;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
67;Ace Ventura: Pet Detective (1994);Ace Ventura: Pet Detective;http://dbpedia.org/resource/Ace_Ventura:_Pet_Detective;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
68;Crow, The (1994);The Crow;http://dbpedia.org/resource/The_Crow_(film);0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
69;Forrest Gump (1994);Forrest Gump;http://dbpedia.org/resource/Forrest_Gump;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
70;Four Weddings and a Funeral (1994);Four Weddings and a Funeral;http://dbpedia.org/resource/Four_Weddings_and_a_Funeral;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
71;Lion King, The (1994);The Lion King;http://dbpedia.org/resource/The_Lion_King;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
72;Mask, The (1994);;http://dbpedia.org/resource/The_Mask_(film);0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
73;Maverick (1994);Maverick;http://dbpedia.org/resource/Maverick_(film);0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
74;Faster Pussycat! Kill! Kill! (1965);Faster, Pussycat! Kill! Kill!;http://dbpedia.org/resource/Faster,_Pussycat!_Kill!_Kill!;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
76;Carlito's Way (1993);Carlito's Way;http://dbpedia.org/resource/Carlito's_Way;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
77;Firm, The (1993);The Firm;http://dbpedia.org/resource/The_Firm_(1993_film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
78;Free Willy (1993);Free Willy;http://dbpedia.org/resource/Free_Willy;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
79;Fugitive, The (1993);The Fugitive;http://dbpedia.org/resource/The_Fugitive_(1993_film);0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
80;Hot Shots! Part Deux (1993);Hot Shots! Part Deux;http://dbpedia.org/resource/Hot_Shots!_Part_Deux;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
81;Hudsucker Proxy, The (1994);The Hudsucker Proxy;http://dbpedia.org/resource/The_Hudsucker_Proxy;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
82;Jurassic Park (1993);Jurassic Park;http://dbpedia.org/resource/Jurassic_Park_(film);0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
83;Much Ado About Nothing (1993);Much Ado About Nothing;http://dbpedia.org/resource/Much_Ado_About_Nothing_(1993_film);0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
84;Robert A. Heinlein's The Puppet Masters (1994);The Puppet Masters;http://dbpedia.org/resource/The_Puppet_Masters_(film);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
85;Ref, The (1994);The Ref;http://dbpedia.org/resource/The_Ref;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
86;Remains of the Day, The (1993);The Remains of the Day;http://dbpedia.org/resource/The_Remains_of_the_Day_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
87;Searching for Bobby Fischer (1993);Searching for Bobby Fischer;http://dbpedia.org/resource/Searching_for_Bobby_Fischer;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
88;Sleepless in Seattle (1993);Sleepless in Seattle;http://dbpedia.org/resource/Sleepless_in_Seattle;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
89;Blade Runner (1982);Blade Runner;http://dbpedia.org/resource/Blade_Runner;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
90;So I Married an Axe Murderer (1993);So I Married an Axe Murderer;http://dbpedia.org/resource/So_I_Married_an_Axe_Murderer;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
91;Nightmare Before Christmas, The (1993);The Nightmare Before Christmas;http://dbpedia.org/resource/The_Nightmare_Before_Christmas;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
92;True Romance (1993);True Romance;http://dbpedia.org/resource/True_Romance;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
93;Welcome to the Dollhouse (1995);Welcome to the Dollhouse;http://dbpedia.org/resource/Welcome_to_the_Dollhouse;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
94;Home Alone (1990);Home Alone;http://dbpedia.org/resource/Home_Alone;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
95;Aladdin (1992);Aladdin;http://dbpedia.org/resource/Aladdin_(1992_Disney_film);0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0
96;Terminator 2: Judgment Day (1991);Terminator 2: Judgment Day;http://dbpedia.org/resource/Terminator_2:_Judgment_Day;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
97;Dances with Wolves (1990);Dances with Wolves;http://dbpedia.org/resource/Dances_with_Wolves;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
98;Silence of the Lambs, The (1991);The Silence of the Lambs;http://dbpedia.org/resource/The_Silence_of_the_Lambs_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
99;Snow White and the Seven Dwarfs (1937);Snow White and the Seven Dwarfs;http://dbpedia.org/resource/Snow_White_and_the_Seven_Dwarfs_(1937_film);0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
100;Fargo (1996);;http://dbpedia.org/resource/Fargo_(film);0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0
101;Heavy Metal (1981);Heavy Metal;http://dbpedia.org/resource/Heavy_Metal_(film);0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
102;Aristocats, The (1970);The Aristocats;http://dbpedia.org/resource/The_Aristocats;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;All Dogs Go to Heaven 2 (1996);All Dogs Go to Heaven 2;http://dbpedia.org/resource/All_Dogs_Go_to_Heaven_2;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
104;Theodore Rex (1995);Theodore Rex;http://dbpedia.org/resource/Theodore_Rex_(film);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
105;Sgt. Bilko (1996);Sgt. Bilko;http://dbpedia.org/resource/Sgt._Bilko;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
106;Diabolique (1996);Diabolique;http://dbpedia.org/resource/Diabolique_(1996_film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
107;Moll Flanders (1996);Mystery Science Theater 3000: The Movie;http://dbpedia.org/resource/Moll_Flanders_(1996_film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
108;Kids in the Hall: Brain Candy (1996);Sgt. Bilko;http://dbpedia.org/resource/Brain_Candy;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
109;Mystery Science Theater 3000: The Movie (1996);Diabolique;http://dbpedia.org/resource/Mystery_Science_Theater_3000:_The_Movie;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
110;Operation Dumbo Drop (1995);Mystery Science Theater 3000: The Movie;http://dbpedia.org/resource/Operation_Dumbo_Drop;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
111;Truth About Cats & Dogs, The (1996);The Truth About Cats & Dogs;http://dbpedia.org/resource/The_Truth_About_Cats_&_Dogs;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
112;Flipper (1996);Flipper;http://dbpedia.org/resource/Flipper_(1996_film);0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
113;Horseman on the Roof, The (Hussard sur le toit, Le) (1995);The Horseman on the Roof;http://dbpedia.org/resource/The_Horseman_on_the_Roof;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
114;Wallace & Gromit: The Best of Aardman Animation (1996);;http://dbpedia.org/resource/Wallace_&_Gromit:_The_Best_of_Aardman_Animation;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
116;Cold Comfort Farm (1995);Cold Comfort Farm;http://dbpedia.org/resource/Cold_Comfort_Farm_(film);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
117;Rock, The (1996);The Rock;http://dbpedia.org/resource/The_Rock_(film);0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
118;Twister (1996);Twister;http://dbpedia.org/resource/Twister_(1996_film);0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
119;Maya Lin: A Strong Clear Vision (1994);Maya Lin: A Strong Clear Vision;http://dbpedia.org/resource/Maya_Lin:_A_Strong_Clear_Vision;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
120;Striptease (1996);Striptease;http://dbpedia.org/resource/Striptease_(film);0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
121;Independence Day (ID4) (1996);;http://dbpedia.org/resource/Independence_Day_(film);0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
122;Cable Guy, The (1996);The Cable Guy;http://dbpedia.org/resource/The_Cable_Guy;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
123;Frighteners, The (1996);The Frighteners;http://dbpedia.org/resource/The_Frighteners;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
124;Lone Star (1996);Lone Star;http://dbpedia.org/resource/Lone_Star_(1996_film);0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
125;Phenomenon (1996);Phenomenon;http://dbpedia.org/resource/Phenomenon_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
126;Spitfire Grill, The (1996);The Spitfire Grill;http://dbpedia.org/resource/The_Spitfire_Grill;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
127;Godfather, The (1972);The Spitfire Grill;http://dbpedia.org/resource/The_Godfather;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
128;Supercop (1992);The Godfather;http://dbpedia.org/resource/Police_Story_3:_Super_Cop;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
129;Bound (1996);;http://dbpedia.org/resource/Bound_(film);0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0
130;Kansas City (1996);Kansas City;http://dbpedia.org/resource/Kansas_City_(film);0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
131;Breakfast at Tiffany's (1961);Breakfast at Tiffany's;http://dbpedia.org/resource/Breakfast_at_Tiffany's_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
132;Wizard of Oz, The (1939);The Wizard of Oz;http://dbpedia.org/resource/The_Wizard_of_Oz_(1939_film);0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
133;Gone with the Wind (1939);Gone with the Wind;http://dbpedia.org/resource/Gone_with_the_Wind_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0
134;Citizen Kane (1941);Tarleton;http://dbpedia.org/resource/Citizen_Kane;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
135;2001: A Space Odyssey (1968);Citizen Kane;http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0
136;Mr. Smith Goes to Washington (1939);2001;http://dbpedia.org/resource/Mr._Smith_Goes_to_Washington;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
137;Big Night (1996);Mr. Smith Goes to Washington;http://dbpedia.org/resource/Big_Night;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
138;D3: The Mighty Ducks (1996);D3: The Mighty Ducks;http://dbpedia.org/resource/D3:_The_Mighty_Ducks;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
139;Love Bug, The (1969);The Love Bug;http://dbpedia.org/resource/The_Love_Bug;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
140;Homeward Bound: The Incredible Journey (1993);Homeward Bound: The Incredible Journey;http://dbpedia.org/resource/Homeward_Bound:_The_Incredible_Journey;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141;20,000 Leagues Under the Sea (1954);20000;http://dbpedia.org/resource/20,000_Leagues_Under_the_Sea_(1954_film);0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
142;Bedknobs and Broomsticks (1971);Bedknobs and Broomsticks;http://dbpedia.org/resource/Bedknobs_and_Broomsticks;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
143;Sound of Music, The (1965);The Sound of Music;http://dbpedia.org/resource/The_Sound_of_Music_(film);0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
144;Die Hard (1988);Die Hard;http://dbpedia.org/resource/Die_Hard;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
145;Lawnmower Man, The (1992);The Lawnmower Man;http://dbpedia.org/resource/The_Lawnmower_Man_(film);0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
146;Unhook the Stars (1996);Unhook the Stars;http://dbpedia.org/resource/Unhook_the_Stars;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
147;Long Kiss Goodnight, The (1996);The Long Kiss Goodnight;http://dbpedia.org/resource/The_Long_Kiss_Goodnight;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
148;Ghost and the Darkness, The (1996);The Ghost and the Darkness;http://dbpedia.org/resource/The_Ghost_and_the_Darkness;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149;Jude (1996);Jude;http://dbpedia.org/resource/Jude_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
150;Swingers (1996);Swingers;http://dbpedia.org/resource/Swingers_(1996_film);0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
151;Willy Wonka and the Chocolate Factory (1971);Willy Wonka & the Chocolate Factory;http://dbpedia.org/resource/Willy_Wonka_&_the_Chocolate_Factory;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
152;Sleeper (1973);;http://dbpedia.org/resource/Sleeper_(film);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
153;Fish Called Wanda, A (1988);;http://dbpedia.org/resource/A_Fish_Called_Wanda;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
154;Monty Python's Life of Brian (1979);Monty Python's Life of Brian;http://dbpedia.org/resource/Monty_Python's_Life_of_Brian;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
155;Dirty Dancing (1987);Dirty Dancing;http://dbpedia.org/resource/Dirty_Dancing;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
156;Reservoir Dogs (1992);Reservoir Dogs;http://dbpedia.org/resource/Reservoir_Dogs;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
157;Platoon (1986);Platoon;http://dbpedia.org/resource/Platoon_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
158;Weekend at Bernie's (1989);Weekend at Bernie's;http://dbpedia.org/resource/Weekend_at_Bernie's;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
159;Basic Instinct (1992);Basic Instinct;http://dbpedia.org/resource/Basic_Instinct;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
160;Glengarry Glen Ross (1992);Glengarry Glen Ross;http://dbpedia.org/resource/Glengarry_Glen_Ross_(film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
161;Top Gun (1986);Top Gun;http://dbpedia.org/resource/Top_Gun;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
162;On Golden Pond (1981);On Golden Pond;http://dbpedia.org/resource/On_Golden_Pond_(1981_film);0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
